BHK,Rent,Size,Floor/Total,Floor,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,13000,1000,Ground out of 3,Ground,"Jayanti Nagar, Hormavu",Bangalore,Semi-Furnished,Bachelors/Family,2
2,13000,850,Lower Basement out of 2,Lower,Sun City Layout,Bangalore,Semi-Furnished,Family,2
2,24000,900,2 out of 5,2,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2
1,10000,600,3 out of 4,3,"State Bank Of India Colony, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,600,2 out of 4,2,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1
1,6000,600,1 out of 4,1,Begur,Bangalore,Unfurnished,Bachelors/Family,1
3,21000,1250,Ground out of 1,Ground,Margondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,25000,2000,1 out of 1,1,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,3
2,8500,532,1 out of 2,1,Tannery Road,Bangalore,Unfurnished,Bachelors,1
2,13000,1000,1 out of 4,1,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2
1,5000,150,2 out of 3,2,Rajarajeshwari Nagar,Bangalore,Unfurnished,Bachelors/Family,1
1,7500,500,1 out of 4,1,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
1,13900,600,1 out of 4,1,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1100,3 out of 3,3,Uttarahalli,Bangalore,Furnished,Bachelors,2
3,30000,1500,4 out of 4,4,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3
2,13000,500,2 out of 5,2,Koramangala,Bangalore,Semi-Furnished,Bachelors,1
1,7700,600,1 out of 2,1,Sir M V Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,25000,1200,5 out of 12,5,Yelahanka,Bangalore,Unfurnished,Bachelors/Family,1
2,17000,1100,1 out of 4,1,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
3,39000,1550,1 out of 13,1,Hennur Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1050,1 out of 3,1,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,15000,500,1 out of 2,1,Shanti Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,28000,1500,1 out of 4,1,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,17500,1150,3 out of 4,3,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Family,2
4,75000,2000,Ground out of 2,Ground,Hsr Layout,Bangalore,Furnished,Bachelors/Family,3
2,14000,110,1 out of 2,1,RT Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,9000,500,3 out of 4,3,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
3,20000,1465,2 out of 4,2,Sunkadakatte,Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,940,2 out of 5,2,"Attur Layout, Yelahanka New Town",Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,850,Ground out of 4,Ground,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,24000,990,14 out of 30,14,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2
2,12000,750,Ground out of 3,Ground,BBMP convertion layout,Bangalore,Semi-Furnished,Bachelors/Family,2
1,10000,500,2 out of 3,2,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1
3,24000,1430,2 out of 3,2,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,600,3 out of 4,3,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1
2,12000,900,1 out of 2,1,"Jeevanhalli, Cox Town",Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,1100,Ground out of 2,Ground,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,900,1 out of 3,1,"Venkatpura, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1
1,5500,600,2 out of 3,2,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,18000,1000,Ground out of 4,Ground,Kudlu Gate,Bangalore,Semi-Furnished,Family,2
2,42000,1150,2 out of 4,2,Koramangala,Bangalore,Furnished,Bachelors,2
2,18000,1250,1 out of 4,1,"Devarachikannahalli, Begur Road",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1000,1 out of 4,1,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,500,2 out of 3,2,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1
3,30000,2000,1 out of 1,1,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,850,Ground out of 2,Ground,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,990,Ground out of 2,Ground,"Hbr Layout Block 2, HBR Layout",Bangalore,Semi-Furnished,Bachelors/Family,2
2,9500,850,1 out of 2,1,Raghavendra Layout,Bangalore,Semi-Furnished,Bachelors,1
2,16000,1000,4 out of 5,4,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,9500,650,4 out of 5,4,Nagvarpalya Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6500,400,2 out of 2,2,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1
2,13500,1000,2 out of 2,2,Mylasandra,Bangalore,Semi-Furnished,Bachelors/Family,2
2,25000,1350,12 out of 13,12,Doddaballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,9500,600,2 out of 3,2,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
4,190000,4000,Ground out of 2,Ground,Koramangala,Bangalore,Furnished,Bachelors/Family,5
2,90000,950,4 out of 5,4,Aarna Enclave,Bangalore,Unfurnished,Bachelors/Family,2
2,24000,777,4 out of 8,4,Yelahanka,Bangalore,Semi-Furnished,Family,2
3,15000,1200,2 out of 4,2,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
2,22000,1600,Ground out of 2,Ground,Kodigehalli,Bangalore,Furnished,Bachelors/Family,3
3,34000,1500,14 out of 20,14,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors,3
2,12500,570,1 out of 3,1,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2
3,28000,1800,18 out of 19,18,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,1100,1 out of 3,1,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,400,Ground out of 2,Ground,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,Unfurnished,Bachelors/Family,1
1,7500,750,1 out of 1,1,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,34000,1400,5 out of 5,5,HRBR Layout Block 1,Bangalore,Furnished,Bachelors,2
3,32000,1789,8 out of 13,8,Yelahanka,Bangalore,Semi-Furnished,Family,3
2,14500,650,1 out of 2,1,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1200,2 out of 4,2,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7500,460,3 out of 4,3,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,7500,500,1 out of 2,1,"Kammagondahalli, Jalahalli",Bangalore,Semi-Furnished,Bachelors/Family,1
2,19500,1080,Ground out of 2,Ground,Bda Layout -Lingarajapuram,Bangalore,Semi-Furnished,Family,2
3,75000,2000,1 out of 5,1,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2
2,16500,1100,2 out of 3,2,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,14500,1025,8 out of 9,8,Chandapura,Bangalore,Unfurnished,Bachelors,2
2,16000,650,Ground out of 3,Ground,"Aradhana Layout, Arakere",Bangalore,Unfurnished,Bachelors/Family,2
2,8000,800,1 out of 3,1,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
3,280000,2800,6 out of 30,6,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3
2,21000,1100,3 out of 4,3,Hennur Main Road,Bangalore,Furnished,Bachelors,2
3,30000,1300,2 out of 4,2,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,3
3,65000,2000,3 out of 6,3,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3
3,180000,2500,4 out of 8,4,Mahatma Gandhi Road,Bangalore,Unfurnished,Bachelors,3
2,10000,600,2 out of 4,2,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,630,3 out of 5,3,Whitefield,Bangalore,Furnished,Bachelors/Family,2
2,9000,550,Ground out of 2,Ground,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,2
2,22000,1025,3 out of 3,3,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2
1,10000,500,1 out of 4,1,Kadugodi Pattalamma Layout,Bangalore,Semi-Furnished,Bachelors,1
3,48000,1286,8 out of 16,8,Hebbal,Bangalore,Semi-Furnished,Bachelors,3
1,11000,800,Ground out of 4,Ground,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,900,1 out of 3,1,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2
3,40000,1618,2 out of 4,2,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3
1,10000,500,2 out of 5,2,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6500,450,Ground out of 2,Ground,Garden City University,Bangalore,Semi-Furnished,Bachelors/Family,1
2,18000,850,3 out of 4,3,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,22000,1374,Ground out of 16,Ground,Kanakapura Road,Bangalore,Semi-Furnished,Family,2
3,28000,1600,2 out of 4,2,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3
1,6200,400,2 out of 3,2,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1
3,110000,1500,6 out of 16,6,Hebbal,Bangalore,Furnished,Bachelors/Family,3
2,5500,800,1 out of 4,1,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1
3,50000,1580,3 out of 3,3,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3
2,12000,700,Ground out of 2,Ground,Agrahara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1
2,11500,700,Ground out of 2,Ground,Sadashiva Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,16000,550,1 out of 7,1,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,11000,450,4 out of 4,4,Krishna Reddy Layout -Domlur,Bangalore,Semi-Furnished,Bachelors/Family,1
4,150000,4550,3 out of 5,3,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5
1,9000,400,1 out of 1,1,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1
1,6000,650,Ground out of 3,Ground,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,12000,700,1 out of 4,1,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2
2,16000,1333,2 out of 4,2,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2
3,35000,1500,1 out of 4,1,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,425,2 out of 5,2,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,300,Ground out of 3,Ground,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1
2,13500,650,2 out of 3,2,Vijayanagar,Bangalore,Unfurnished,Family,2
2,14000,800,Ground out of 2,Ground,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Family,2
2,14000,1200,2 out of 3,2,Srinivaspura,Bangalore,Semi-Furnished,Family,2
1,4700,500,1 out of 4,1,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1
2,17000,1000,3 out of 4,3,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,11000,600,1 out of 3,1,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,12000,600,2 out of 3,2,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1
3,30000,1875,3 out of 3,3,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,1000,Ground out of 4,Ground,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
3,21000,1300,3 out of 3,3,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2
1,6000,350,3 out of 4,3,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1
2,18500,900,2 out of 3,2,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,2
1,4750,200,2 out of 2,2,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,700,1 out of 5,1,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2
2,17600,1000,1 out of 4,1,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2
3,35000,1700,10 out of 13,10,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3
2,8000,600,2 out of 3,2,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,7000,650,2 out of 5,2,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,750,Ground out of 2,Ground,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1
3,30000,1750,1 out of 3,1,"Chowdeshwari Layout, Yelahanka",Bangalore,Semi-Furnished,Bachelors/Family,3
3,100000,1950,3 out of 3,3,Koramangala Block 3,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1065,2 out of 5,2,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
2,8000,600,Ground out of 1,Ground,Nagadevana Halli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,9000,600,2 out of 4,2,Laggere,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6000,500,Ground out of 2,Ground,Doddanagamangala,Bangalore,Unfurnished,Bachelors/Family,1
2,7500,600,Ground out of 2,Ground,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1
1,15000,600,5 out of 5,5,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,1
2,10000,900,1 out of 1,1,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1
2,14000,500,Ground out of 3,Ground,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,600,2 out of 3,2,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1
3,60000,1710,6 out of 18,6,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3
1,6000,600,3 out of 4,3,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1
3,17000,1100,1 out of 3,1,Anjanapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,920,4 out of 4,4,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8200,750,2 out of 4,2,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8500,300,2 out of 3,2,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
3,20000,1660,1 out of 3,1,"Doddathoguru, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,400,2 out of 3,2,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,300,1 out of 3,1,Nagarathpete,Bangalore,Semi-Furnished,Bachelors/Family,1
1,11500,300,1 out of 2,1,"Cooke Town, Cooke Town",Bangalore,Unfurnished,Bachelors,1
3,30000,2000,3 out of 3,3,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Furnished,Bachelors/Family,2
3,22000,1200,4 out of 4,4,Doddakammanahalli,Bangalore,Semi-Furnished,Bachelors,3
1,6500,300,2 out of 3,2,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6500,700,Ground out of 1,Ground,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1
2,16000,850,Ground out of 2,Ground,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3
1,24000,700,7 out of 7,7,"Domlur, Domlur",Bangalore,Furnished,Bachelors/Family,1
1,15000,455,2 out of 4,2,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,18000,1000,Ground out of 4,Ground,"Sai Colony, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,2
1,8500,600,1 out of 2,1,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,4000,250,Ground out of 2,Ground,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1
1,5000,400,1 out of 2,1,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1
2,22000,1200,3 out of 5,3,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2
1,12000,500,2 out of 5,2,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1
1,9000,350,2 out of 3,2,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1
2,7500,1100,Ground out of 3,Ground,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1650,2 out of 3,2,Ganga Nagar,Bangalore,Unfurnished,Bachelors/Family,3
4,14000,1000,Ground out of 4,Ground,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
2,9250,500,2 out of 3,2,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1
1,13000,700,1 out of 5,1,Gh society,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,1200,Ground out of 5,Ground,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2
1,12000,600,1 out of 2,1,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,925,2 out of 5,2,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
3,60000,2400,Ground out of 8,Ground,Koramangala,Bangalore,Semi-Furnished,Bachelors,3
3,35000,1500,1 out of 9,1,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,600,Ground out of 4,Ground,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2
1,14000,435,3 out of 5,3,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,650,Ground out of 1,Ground,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,700,Ground out of 2,Ground,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,890,5 out of 12,5,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2
1,12500,600,3 out of 4,3,Hbr Layout,Bangalore,Furnished,Bachelors/Family,1
2,35000,1250,3 out of 4,3,Cunningham Road,Bangalore,Semi-Furnished,Bachelors/Family,2
3,26000,1350,2 out of 5,2,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2
3,85000,2600,8 out of 18,8,Hebbal,Bangalore,Semi-Furnished,Family,4
1,14000,440,2 out of 5,2,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,22000,1150,1 out of 4,1,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,450,2 out of 4,2,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1150,3 out of 5,3,Nri Layout,Bangalore,Furnished,Bachelors/Family,2
2,11000,600,2 out of 5,2,Gottigere,Bangalore,Unfurnished,Bachelors,1
2,20000,980,4 out of 12,4,Yelahanka,Bangalore,Semi-Furnished,Family,2
3,60000,1850,3 out of 3,3,Halasuru,Bangalore,Furnished,Bachelors/Family,3
2,5000,625,1 out of 3,1,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2
1,4000,100,2 out of 3,2,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1200,1 out of 1,1,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1
3,18000,1200,Ground out of 4,Ground,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,1080,1 out of 2,1,Punyabhoomi Layout,Bangalore,Semi-Furnished,Bachelors,1
1,8500,700,1 out of 3,1,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,800,Ground out of 1,Ground,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2
3,42000,1880,14 out of 14,14,whitefield,Bangalore,Semi-Furnished,Family,2
2,25000,1305,1 out of 8,1,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8500,600,3 out of 5,3,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,12500,950,2 out of 8,2,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,18000,1188,Ground out of 4,Ground,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2
1,6000,500,2 out of 3,2,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1
2,9000,875,Ground out of 1,Ground,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2
3,54000,2100,3 out of 4,3,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3
3,22000,1200,2 out of 4,2,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2
3,120000,2390,3 out of 17,3,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,600,1 out of 3,1,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,28000,1150,1 out of 2,1,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2
3,55000,1788,Ground out of 1,Ground,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3
2,19000,1250,3 out of 3,3,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,600,4 out of 5,4,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
3,18000,1600,2 out of 4,2,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2
3,70000,1520,23 out of 25,23,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4
1,12000,550,1 out of 3,1,Koramangala,Bangalore,Semi-Furnished,Bachelors,1
2,18000,1100,2 out of 4,2,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1100,2 out of 5,2,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,1100,Ground out of 3,Ground,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,400,1 out of 3,1,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1
1,4500,300,3 out of 3,3,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,500,Ground out of 3,Ground,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,3 out of 4,3,Hennur Main Road,Bangalore,Furnished,Bachelors,2
2,17500,1000,1 out of 3,1,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2
2,22000,850,Ground out of 4,Ground,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
2,17000,1020,2 out of 5,2,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,22000,1250,1 out of 1,1,Kammanahalli,Bangalore,Unfurnished,Bachelors,2
3,24000,1400,2 out of 4,2,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3
1,12000,600,1 out of 3,1,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1
1,4500,200,4 out of 5,4,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1
1,5000,300,Ground out of 3,Ground,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1
1,6000,400,1 out of 3,1,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1
1,11000,450,3 out of 4,3,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1180,1 out of 4,1,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,35000,1460,6 out of 12,6,Jakkur,Bangalore,Unfurnished,Bachelors,3
3,24000,1464,2 out of 5,2,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3
2,10000,700,Lower Basement out of 3,Lower,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2
2,16000,680,1 out of 10,1,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,100000,2750,5 out of 9,5,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4
2,14000,800,Ground out of 2,Ground,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,7500,600,3 out of 4,3,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1
3,16000,1200,1 out of 4,1,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3
4,65000,3200,18 out of 19,18,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1800,1 out of 3,1,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,500,2 out of 2,2,Frazer Town,Bangalore,Furnished,Bachelors/Family,1
2,11000,1200,Ground out of 2,Ground,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2
1,8000,750,1 out of 3,1,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1
1,13000,700,1 out of 5,1,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1000,12 out of 23,12,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2
2,14000,800,1 out of 3,1,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,20000,200,Ground out of 2,Ground,Hauz Khas,Delhi,Furnished,Bachelors,1
3,80000,1800,1 out of 3,1,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3
1,9500,400,2 out of 4,2,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1
3,14000,600,2 out of 4,2,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3
3,65000,1550,1 out of 3,1,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3
2,18500,650,2 out of 4,2,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors,2
2,40000,850,2 out of 4,2,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2
4,90000,2000,Ground out of 4,Ground,Vasant Kunj,Delhi,Unfurnished,Bachelors,4
1,3500,180,Ground out of 2,Ground,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1
3,25000,140,Ground out of 3,Ground,Janakpuri,Delhi,Semi-Furnished,Bachelors,2
1,9000,450,1 out of 4,1,Sudarshan Park,Delhi,Semi-Furnished,Bachelors/Family,1
3,90000,2500,1 out of 3,1,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3
